res_id,age,sex,phone_number,marital_status,asal_kota,asal_provinsi
202204D1301150619,29,m,081326665541,kawin,KABUPATEN BOYOLALI,JAWA TENGAH
202204G801309306,38,m,081256458081,cerai mati,KOTA JAKARTA UTARA,DKI JAKARTA
202304H2101895386,25,f,081231859713,belum kawin,KABUPATEN KEPULAUAN SANGIHE,SULAWESI UTARA
202204G401182094,41,f,085612214165,cerai hidup,KABUPATEN BANTUL,DI YOGYAKARTA
202404A1601144037,30,m,081883660163,kawin,KABUPATEN MUNA BARAT,SULAWESI TENGGARA
202204D901235040,28,f,081323795865,kawin,KABUPATEN BIREUEN,ACEH
202304B2101152066,43,m,081727333564,cerai hidup,KABUPATEN BATU BARA,SUMATERA UTARA
202204E601281692,30,m,085622125503,kawin,KABUPATEN ROKAN HULU,RIAU
202204A1002318087,25,f,082175361364,kawin,KABUPATEN BANJARNEGARA,JAWA TENGAH
202404G702168896,36,f,081748193629,kawin,KABUPATEN PUNCAK,PAPUA
202304D801591748,38,m,085217187904,cerai hidup,KABUPATEN LAHAT,SUMATERA SELATAN
202404G1301180583,45,m,081216625362,kawin,KABUPATEN ASAHAN,SUMATERA UTARA
202304D1201191989,36,f,081819660490,kawin,KOTA TANJUNG BALAI,SUMATERA UTARA
202404B701245270,28,f,081730841708,belum kawin,KABUPATEN MAYBRAT,PAPUA BARAT
202204D2201110048,40,f,081715703889,cerai hidup,KABUPATEN TANA TIDUNG,KALIMANTAN UTARA
202404E201198430,32,m,081231128469,kawin,KABUPATEN POHUWATO,GORONTALO
202404E901328743,30,f,081324971443,kawin,KABUPATEN BANDUNG,JAWA BARAT
202404C1401481177,28,f,081814977337,kawin,KABUPATEN BARITO TIMUR,KALIMANTAN TENGAH
202204F1401319546,39,m,081728159799,cerai mati,KABUPATEN HULU SUNGAI SELATAN,KALIMANTAN SELATAN
202404E1401224636,35,f,081765756922,kawin,KOTA JAYAPURA,PAPUA
202404B1801254349,35,m,081270422103,kawin,KABUPATEN KERINCI,JAMBI
202204B601171832,42,m,081227775050,cerai mati,KOTA MADIUN,JAWA TIMUR
202204H1601103639,25,f,082110482928,belum kawin,KABUPATEN ALOR,NUSA TENGGARA TIMUR
202404E301281793,29,m,082122758897,kawin,KABUPATEN MADIUN,JAWA TIMUR
202404D1501118793,37,f,081264554619,kawin,KABUPATEN TANGGAMUS,LAMPUNG
202201C1401853179,44,m,081826877686,kawin,KABUPATEN TELUK BINTUNI,PAPUA BARAT
202401F601359754,38,m,081739199062,cerai mati,KABUPATEN MEMPAWAH,KALIMANTAN BARAT
202401E201297920,45,m,085699696428,cerai hidup,KOTA PONTIANAK,KALIMANTAN BARAT
202401F1401235688,25,m,082188572666,kawin,KOTA PAGAR ALAM,SUMATERA SELATAN
202401G301101004,25,m,085631626687,kawin,KABUPATEN MUSI RAWAS,SUMATERA SELATAN
202201C801317909,43,m,081320620439,kawin,KABUPATEN SUMEDANG,JAWA BARAT
202401A201191724,42,f,082167403489,kawin,KABUPATEN PESISIR BARAT,LAMPUNG
202301F301188942,34,m,085629433489,kawin,KABUPATEN LOMBOK BARAT,NUSA TENGGARA BARAT
202401D1201107894,27,m,082119946257,kawin,KABUPATEN LAMPUNG TENGAH,LAMPUNG
202201C1202809227,43,f,081222047703,kawin,KABUPATEN EMPAT LAWANG,SUMATERA SELATAN
202201A1201426948,30,f,081212827821,kawin,KABUPATEN ACEH TENGGARA,ACEH
202401B102234701,38,m,085614754379,cerai mati,KABUPATEN OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
202301D502974343,29,m,081364223227,kawin,KABUPATEN KULON PROGO,DI YOGYAKARTA
202301F801276693,32,m,085617209035,kawin,KABUPATEN BARRU,SULAWESI SELATAN
202401E801252445,34,f,085213534819,kawin,KABUPATEN TANAH DATAR,SUMATERA BARAT
202201F102790146,29,m,082121857699,kawin,KOTA BANDAR LAMPUNG,LAMPUNG
202201C1501199660,40,m,085627313788,kawin,KABUPATEN BANGKA SELATAN,KEPULAUAN BANGKA BELITUNG
202401E1001106670,45,m,081825664564,kawin,KABUPATEN KARANGANYAR,JAWA TENGAH
202301C701179134,32,m,081729476297,kawin,KABUPATEN TANA TIDUNG,KALIMANTAN UTARA
202301A801904281,35,m,085655795008,kawin,KABUPATEN DELI SERDANG,SUMATERA UTARA
202401B1701109505,38,f,081830331145,cerai mati,KABUPATEN SAMPANG,JAWA TIMUR
202401F201202238,31,m,082112101543,kawin,KOTA SORONG,PAPUA BARAT
202201G202541683,34,m,081826015432,kawin,KOTA DENPASAR,BALI
202201D101158382,39,f,085666515389,cerai hidup,KABUPATEN BINTAN,KEPULAUAN RIAU
202401F1201779217,43,m,082130210453,cerai mati,KOTA TANGERANG,BANTEN
202201B601106424,32,m,085221686555,kawin,KABUPATEN HALMAHERA BARAT,MALUKU UTARA
202401G801179356,44,m,082114735820,cerai hidup,KABUPATEN KONAWE KEPULAUAN,SULAWESI TENGGARA
202301C201982309,27,f,085222363571,kawin,KABUPATEN LUWU UTARA,SULAWESI SELATAN
202401B701695024,41,f,085628260924,cerai mati,KABUPATEN SUMEDANG,JAWA BARAT
202201F902905924,34,m,082110837984,kawin,KABUPATEN KLATEN,JAWA TENGAH
202401E901143075,34,f,085217091003,kawin,KOTA SUKABUMI,JAWA BARAT
202401D601653378,43,m,081810221132,cerai mati,KABUPATEN MINAHASA UTARA,SULAWESI UTARA
202201B1201113844,37,m,082121587338,cerai mati,KABUPATEN MANOKWARI SELATAN,PAPUA BARAT
202301B1301213627,42,f,081716479558,kawin,KABUPATEN LABUHAN BATU SELATAN,SUMATERA UTARA
202301B201546846,41,m,082132274495,kawin,KABUPATEN BURU,MALUKU
202201G401244245,34,f,081816176974,kawin,KABUPATEN MANOKWARI,PAPUA BARAT
202201G1301253610,39,m,085633401032,cerai mati,KABUPATEN ROKAN HULU,RIAU
202201B1001207358,39,m,081323635474,cerai mati,KABUPATEN HULU SUNGAI SELATAN,KALIMANTAN SELATAN
202201D702362677,25,m,082114184548,kawin,KABUPATEN BOLAANG MONGONDOW SELATAN,SULAWESI UTARA
202201G1001608779,26,f,085624935257,belum kawin,KABUPATEN BADUNG,BALI
202401G701246853,30,f,081288696641,kawin,KOTA SAMARINDA,KALIMANTAN TIMUR
202401C401326861,31,f,085612081816,kawin,KABUPATEN PULAU MOROTAI,MALUKU UTARA
202301A1502183388,37,m,082119609801,kawin,KABUPATEN SIDENRENG RAPPANG,SULAWESI SELATAN
202201F701108260,39,m,081312921251,cerai hidup,KABUPATEN LABUHAN BATU,SUMATERA UTARA
202301G901113940,41,m,082168927220,kawin,KOTA BATU,JAWA TIMUR
202401E101318264,33,f,082177173540,kawin,KOTA MALANG,JAWA TIMUR
202401D301150783,44,f,081781595544,cerai hidup,KOTA SAWAH LUNTO,SUMATERA BARAT
202401B1101243838,42,m,081324174902,cerai mati,KABUPATEN MUNA BARAT,SULAWESI TENGGARA
202301C601327311,43,f,082175971090,cerai hidup,KABUPATEN SUMBA TIMUR,NUSA TENGGARA TIMUR
202401G1201334212,27,m,085627120974,kawin,KOTA TASIKMALAYA,JAWA BARAT
202401A501146235,43,m,082121300252,cerai hidup,KABUPATEN KARAWANG,JAWA BARAT
202201A901507026,27,m,081231188947,kawin,KABUPATEN BURU SELATAN,MALUKU
202301F1502154785,34,m,081820534927,kawin,KABUPATEN ASAHAN,SUMATERA UTARA
202401A102228816,35,m,081233836811,kawin,KABUPATEN MANOKWARI SELATAN,PAPUA BARAT
202201F1101221815,38,f,085214770311,cerai hidup,KABUPATEN SIDOARJO,JAWA TIMUR
202401F1301173506,38,m,081755444035,kawin,KABUPATEN MUNA,SULAWESI TENGGARA
202401C1101107649,38,m,085611103547,cerai hidup,KABUPATEN BOYOLALI,JAWA TENGAH
202301C1002133645,45,f,081733245603,cerai mati,KABUPATEN BOALEMO,GORONTALO
202401D1101627363,27,m,082127435641,belum kawin,KABUPATEN BATU BARA,SUMATERA UTARA
202401A1101190007,45,m,082124212771,kawin,KABUPATEN MAMBERAMO RAYA,PAPUA
202301D801308666,37,m,085653020991,kawin,KABUPATEN BALANGAN,KALIMANTAN SELATAN
202401A601280325,26,m,081327128178,kawin,KOTA BALIKPAPAN,KALIMANTAN TIMUR
202401E301225335,28,m,081218209455,belum kawin,KABUPATEN TOBA SAMOSIR,SUMATERA UTARA
202301G102216110,35,m,081211037457,kawin,KABUPATEN MINAHASA UTARA,SULAWESI UTARA
202201D1301145223,34,f,085228029922,kawin,KABUPATEN EMPAT LAWANG,SUMATERA SELATAN
202301G501200667,29,m,085257856241,kawin,KABUPATEN PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN
202301B901146591,27,f,081712357215,kawin,KOTA GUNUNGSITOLI,SUMATERA UTARA
202401D201540929,32,f,081225392373,kawin,KABUPATEN TAPIN,KALIMANTAN SELATAN
202401B801179872,37,m,081211761103,kawin,KABUPATEN BULUKUMBA,SULAWESI SELATAN
202201G1401719738,31,m,081752333026,kawin,KABUPATEN TANJUNG JABUNG BARAT,JAMBI
202301A1001253569,26,m,085622094856,belum kawin,KABUPATEN KAPUAS HULU,KALIMANTAN BARAT
202401A701148881,30,f,081324851872,kawin,KABUPATEN ASAHAN,SUMATERA UTARA
202401C501122022,29,m,081218039635,kawin,KABUPATEN KUBU RAYA,KALIMANTAN BARAT
202401E601136387,39,m,082114143072,kawin,KABUPATEN NUNUKAN,KALIMANTAN UTARA
202301A401642809,42,m,081840462702,kawin,KABUPATEN GARUT,JAWA BARAT
202401C1302208095,44,m,085620740266,cerai mati,KABUPATEN REMBANG,JAWA TENGAH
202401E501110403,33,m,081812361732,kawin,KABUPATEN SUMEDANG,JAWA BARAT
202301B301224486,27,f,085226368699,kawin,KABUPATEN LANGKAT,SUMATERA UTARA
202401C301167805,40,m,081246563171,cerai hidup,KABUPATEN ACEH TENGGARA,ACEH
202301D901176102,28,m,081211934747,kawin,KABUPATEN KEBUMEN,JAWA TENGAH
202201B1401850401,32,m,081330499762,kawin,KABUPATEN OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
202201C901322212,25,m,082128213021,kawin,KABUPATEN JAYAPURA,PAPUA
202201F1001217139,44,m,082115162848,cerai hidup,KOTA BANJAR,JAWA BARAT
202401D1001284240,38,f,085622115146,cerai hidup,KABUPATEN BUTON,SULAWESI TENGGARA
202401B1501205318,44,m,082110251156,cerai mati,KABUPATEN CIAMIS,JAWA BARAT
202401G601112118,29,m,081725865258,kawin,KABUPATEN PENAJAM PASER UTARA,KALIMANTAN TIMUR
202201A301108298,30,f,081723996432,kawin,KABUPATEN BUNGO,JAMBI
202201B1601123726,38,f,081720195652,cerai mati,KABUPATEN S I A K,RIAU
202401G1101107053,41,f,081251245022,cerai mati,KABUPATEN JEPARA,JAWA TENGAH
202201E701491693,34,f,085621311489,kawin,KOTA TANJUNG BALAI,SUMATERA UTARA
202201D401300318,32,f,085632709329,kawin,KABUPATEN MAJALENGKA,JAWA BARAT
202201F501115170,26,f,081215869723,belum kawin,KOTA TANJUNG PINANG,KEPULAUAN RIAU
202401B501203099,38,m,085217253037,kawin,KABUPATEN SUMBAWA,NUSA TENGGARA BARAT
202401F401167127,25,m,081833455026,kawin,KABUPATEN PADANG LAWAS UTARA,SUMATERA UTARA
202201G1501107924,39,f,081386484922,cerai hidup,KABUPATEN ACEH TAMIANG,ACEH
202401B401149207,30,m,081712838208,kawin,KABUPATEN YAHUKIMO,PAPUA
202201A1301288974,25,m,085641057699,kawin,KABUPATEN LAMPUNG TENGAH,LAMPUNG
202201E402758418,29,m,085282945216,kawin,KABUPATEN BIMA,NUSA TENGGARA BARAT
202201C101288165,28,m,081721364697,kawin,KABUPATEN MAMUJU UTARA,SULAWESI BARAT
202201A1402124801,38,m,081233615615,cerai hidup,KOTA LUBUKLINGGAU,SUMATERA SELATAN
202402A201239827,30,f,082122296601,kawin,KOTA CILEGON,BANTEN
202202C701229873,30,f,081815884347,kawin,KABUPATEN FLORES TIMUR,NUSA TENGGARA TIMUR
202202D1301552394,40,m,085612371329,cerai mati,KOTA BUKITTINGGI,SUMATERA BARAT
202402A1701120005,29,f,081748417510,kawin,KABUPATEN GUNUNG KIDUL,DI YOGYAKARTA
202302E302100388,42,m,081253283322,cerai mati,KABUPATEN NAGEKEO,NUSA TENGGARA TIMUR
202402C1701143547,40,f,081727931674,cerai hidup,KABUPATEN SIJUNJUNG,SUMATERA BARAT
202402C801265119,35,f,081721225190,kawin,KABUPATEN GORONTALO,GORONTALO
202302F1302195246,43,m,081781847790,cerai hidup,KABUPATEN WONOGIRI,JAWA TENGAH
202402D1601872975,38,f,085233537933,kawin,KABUPATEN PATI,JAWA TENGAH
202202D101962373,31,m,081711809952,kawin,KOTA BIMA,NUSA TENGGARA BARAT
202202C1201172437,30,f,081793935371,kawin,KABUPATEN BINTAN,KEPULAUAN RIAU
202402E502319942,42,m,081810980219,kawin,KABUPATEN PAMEKASAN,JAWA TIMUR
202202F1101424127,30,m,081828461998,kawin,KABUPATEN BONDOWOSO,JAWA TIMUR
202402D1501209193,36,f,085610108923,kawin,KABUPATEN DONGGALA,SULAWESI TENGAH
202402D1101596820,35,f,081724127028,kawin,KABUPATEN JENEPONTO,SULAWESI SELATAN
202202C501800334,26,m,081313078007,kawin,KABUPATEN SUBANG,JAWA BARAT
202402A101166842,30,m,081822563945,kawin,KABUPATEN LAMPUNG UTARA,LAMPUNG
202202A901138368,25,m,081226227919,belum kawin,KABUPATEN DONGGALA,SULAWESI TENGAH
202202A701333112,42,m,081736844170,kawin,KOTA BAUBAU,SULAWESI TENGGARA
202202E601336341,28,f,082169733975,kawin,KABUPATEN PIDIE JAYA,ACEH
202402F1502224143,28,f,082116260832,kawin,KOTA PROBOLINGGO,JAWA TIMUR
202302D901324382,27,m,082133620225,belum kawin,KABUPATEN LAMANDAU,KALIMANTAN TENGAH
202302B1701328116,45,m,085230274842,cerai hidup,KOTA MAGELANG,JAWA TENGAH
202302A301633979,44,m,082117959705,cerai hidup,KOTA TANJUNG BALAI,SUMATERA UTARA
202302C601298963,26,m,085665513869,kawin,KABUPATEN KENDAL,JAWA TENGAH
202202B601299496,29,f,081712093330,kawin,KABUPATEN MERAUKE,PAPUA
202402B901239731,37,m,085626922540,kawin,KABUPATEN TAPIN,KALIMANTAN SELATAN
202202C1001505919,43,m,081883274823,cerai mati,KABUPATEN KEPULAUAN MENTAWAI,SUMATERA BARAT
202402C901126143,30,m,081233561848,kawin,KABUPATEN MAHAKAM HULU,KALIMANTAN TIMUR
202402D202265966,41,m,081712659527,cerai hidup,KOTA MEDAN,SUMATERA UTARA
202402B801115149,33,m,081830140006,kawin,KABUPATEN JOMBANG,JAWA TIMUR
202402C1801132090,44,f,082191851920,cerai mati,KABUPATEN KATINGAN,KALIMANTAN TENGAH
202202E201297512,30,m,081715020781,kawin,KABUPATEN PESAWARAN,LAMPUNG
202402E101356311,26,f,085658360647,belum kawin,KOTA BINJAI,SUMATERA UTARA
202402D601307858,42,m,085261062544,cerai hidup,KABUPATEN PANDEGLANG,BANTEN
202402E1001179160,35,m,085228720806,kawin,KABUPATEN TASIKMALAYA,JAWA BARAT
202202B501290772,43,f,081775110460,kawin,KABUPATEN BENER MERIAH,ACEH
202302E1301521228,28,f,081720236592,belum kawin,KOTA TIDORE KEPULAUAN,MALUKU UTARA
202202D302657812,45,f,081320496593,cerai hidup,KABUPATEN HULU SUNGAI TENGAH,KALIMANTAN SELATAN
202302A1801927507,45,f,081337201339,cerai hidup,KOTA PAGAR ALAM,SUMATERA SELATAN
202402B1601131742,44,f,082143650424,kawin,KABUPATEN BOYOLALI,JAWA TENGAH
202402F1201315533,38,m,081269837318,cerai hidup,KABUPATEN TANJUNG JABUNG BARAT,JAMBI
202402E901163144,32,f,085217911502,kawin,KABUPATEN PURWOREJO,JAWA TENGAH
202202A1501230829,39,f,082115623747,cerai hidup,KABUPATEN MINAHASA TENGGARA,SULAWESI UTARA
202302B1001129721,43,m,081321138684,cerai mati,KABUPATEN MALUKU BARAT DAYA,MALUKU
202302C1502813393,36,m,081312049451,kawin,KOTA PALEMBANG,SUMATERA SELATAN
202402A1201241707,44,f,081773371763,kawin,KABUPATEN EMPAT LAWANG,SUMATERA SELATAN
202302F101968479,40,m,082114413417,kawin,KABUPATEN SIGI,SULAWESI TENGAH
202402D801748886,35,m,082133987475,kawin,KABUPATEN BANDUNG,JAWA BARAT
202402C1102254400,33,m,085611023476,kawin,KABUPATEN BANGKA SELATAN,KEPULAUAN BANGKA BELITUNG
202402B201317470,40,m,082122859594,cerai hidup,KOTA CIREBON,JAWA BARAT
202202A602207641,36,m,081315361414,kawin,KABUPATEN LAMPUNG BARAT,LAMPUNG
202402B101938680,40,m,085615556338,cerai mati,KABUPATEN INDRAMAYU,JAWA BARAT
202302F201244676,33,f,081728183859,kawin,KABUPATEN FAKFAK,PAPUA BARAT
202302C1401466789,29,f,081725699931,kawin,KABUPATEN HULU SUNGAI UTARA,KALIMANTAN SELATAN
202302F901987448,27,f,081221278600,belum kawin,KABUPATEN KEPULAUAN SULA,MALUKU UTARA
202202D1401138938,36,f,085687886498,kawin,KABUPATEN MAMASA,SULAWESI BARAT
202202B302731350,45,m,081724255604,cerai hidup,KABUPATEN MAHAKAM HULU,KALIMANTAN TIMUR
202202C102223243,35,f,085689972338,kawin,KABUPATEN HALMAHERA TENGAH,MALUKU UTARA
202202C2201217456,25,f,081219583778,belum kawin,KOTA YOGYAKARTA,DI YOGYAKARTA
202402D1201767228,26,f,082121917137,kawin,KABUPATEN BOLAANG MONGONDOW,SULAWESI UTARA
202402E1201290167,34,f,081311941968,kawin,KABUPATEN BANDUNG BARAT,JAWA BARAT
202402A1901159184,41,m,081815363291,cerai hidup,KABUPATEN MUNA,SULAWESI TENGGARA
202202A501223919,31,m,081884778361,kawin,KABUPATEN ACEH SELATAN,ACEH
202402E401651754,31,f,082133587541,kawin,KOTA YOGYAKARTA,DI YOGYAKARTA
202302A801305305,25,f,082125536804,belum kawin,KABUPATEN POHUWATO,GORONTALO
202202A1002110304,38,f,082174832120,cerai hidup,KABUPATEN BUNGO,JAMBI
202302C1901335849,31,m,082143518125,kawin,KABUPATEN TANAH LAUT,KALIMANTAN SELATAN
202202B701240388,35,f,085241897162,kawin,KOTA TASIKMALAYA,JAWA BARAT
202402D2001152626,40,m,081859141353,kawin,KABUPATEN PEGUNUNGAN ARFAK,PAPUA BARAT
202202E701236217,26,f,081746324378,belum kawin,KOTA MALANG,JAWA TIMUR
202202A1101302656,31,m,081782841967,kawin,KOTA TIDORE KEPULAUAN,MALUKU UTARA
202202F802987140,44,m,082120297647,cerai mati,KABUPATEN PASAMAN,SUMATERA BARAT
202402F501168754,30,f,085630202059,kawin,KABUPATEN MOJOKERTO,JAWA TIMUR
202202C1301286491,37,f,081712002018,cerai hidup,KABUPATEN KEDIRI,JAWA TIMUR
202402D701299670,37,f,081831887472,kawin,KABUPATEN GIANYAR,BALI
202402D1001178925,39,m,082112852755,cerai hidup,KABUPATEN KEPULAUAN ARU,MALUKU
202302A401113504,33,f,085615295408,kawin,KABUPATEN KARAWANG,JAWA BARAT
202402F701162485,35,m,081710396456,kawin,KABUPATEN DEIYAI,PAPUA
202402C2001275678,29,f,081815747791,kawin,KABUPATEN BANGKA BARAT,KEPULAUAN BANGKA BELITUNG
202202B1401226233,39,f,081790341579,kawin,KOTA CIMAHI,JAWA BARAT
202402E1102128092,43,f,082112582854,cerai mati,KOTA SAMARINDA,KALIMANTAN TIMUR
202402B1201279945,34,m,081731333959,kawin,KABUPATEN BUOL,SULAWESI TENGAH
202202B401384147,33,f,082131618341,kawin,KABUPATEN GARUT,JAWA BARAT
202202F602305637,26,f,082111848458,kawin,KABUPATEN NIAS BARAT,SUMATERA UTARA
202202C2101117723,32,f,085227396182,kawin,KABUPATEN JAYAWIJAYA,PAPUA
202302A1401622676,32,f,081824305577,kawin,KABUPATEN KUNINGAN,JAWA BARAT
202302C2301320839,40,f,081730883627,cerai hidup,KABUPATEN PEMALANG,JAWA TENGAH
202202C1601195229,32,m,082129471995,kawin,KABUPATEN SUMEDANG,JAWA BARAT
202202D1701182164,34,m,081710792215,kawin,KABUPATEN FLORES TIMUR,NUSA TENGGARA TIMUR
202402D2101203838,29,m,082126576288,kawin,KABUPATEN NUNUKAN,KALIMANTAN UTARA
202202C301290842,37,m,081727045993,cerai hidup,KABUPATEN BUNGO,JAMBI
202202A1301127511,26,f,081812452993,belum kawin,KABUPATEN BANYUWANGI,JAWA TIMUR
202202C201250005,38,f,081858026676,kawin,KABUPATEN PAMEKASAN,JAWA TIMUR
202402E1401327550,40,f,082125983486,cerai hidup,KABUPATEN POLEWALI MANDAR,SULAWESI BARAT
202202F1402326018,29,m,081217922853,kawin,KABUPATEN SORONG SELATAN,PAPUA BARAT
202202D501219378,43,f,082129466296,cerai mati,KABUPATEN SERUYAN,KALIMANTAN TENGAH
202202F1001197538,41,m,081884850938,kawin,KABUPATEN WAROPEN,PAPUA
202402D1801213034,40,m,085213311239,kawin,KABUPATEN MOROWALI UTARA,SULAWESI TENGAH
202202F402101679,37,m,081710242474,cerai mati,KABUPATEN GOWA,SULAWESI SELATAN
202402D402143678,32,m,081220650501,kawin,KOTA TANJUNG BALAI,SUMATERA UTARA
202202B1301492479,37,m,081218630293,cerai hidup,KABUPATEN KEBUMEN,JAWA TENGAH
202402A1601308211,29,m,085287560292,kawin,KABUPATEN SLEMAN,DI YOGYAKARTA
202302D1901106684,45,f,081224018906,kawin,KABUPATEN LOMBOK UTARA,NUSA TENGGARA BARAT
202402F1601271253,29,f,082158604943,kawin,KOTA PROBOLINGGO,JAWA TIMUR
202202C2402312923,33,m,082121096561,kawin,KABUPATEN KOTAWARINGIN BARAT,KALIMANTAN TENGAH
202202B1101246542,26,f,081725505837,belum kawin,KABUPATEN NAGEKEO,NUSA TENGGARA TIMUR
202402B1501327618,32,m,081852400463,kawin,KABUPATEN INDRAMAYU,JAWA BARAT
202402C401424971,44,f,081227048460,cerai mati,KABUPATEN BUTON TENGAH,SULAWESI TENGGARA
202202F301263245,28,m,081320047051,belum kawin,KOTA PAREPARE,SULAWESI SELATAN
202202E801189745,42,m,081763415960,cerai hidup,KOTA BANJARMASIN,KALIMANTAN SELATAN
202205F1201285985,35,f,081313886916,kawin,KABUPATEN PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN
202305E1301295371,28,m,081729117010,belum kawin,KABUPATEN BARITO UTARA,KALIMANTAN TENGAH
202205D2601280272,25,m,081310476966,kawin,KABUPATEN BOYOLALI,JAWA TENGAH
202305A701116633,42,m,081225260519,cerai hidup,KABUPATEN DEIYAI,PAPUA
202205E1601109221,26,m,081220449849,belum kawin,KABUPATEN BOGOR,JAWA BARAT
202205G1302218270,35,f,085269399062,kawin,KABUPATEN LAHAT,SUMATERA SELATAN
202405D2401218543,38,f,085612576106,cerai hidup,KOTA PEKALONGAN,JAWA TENGAH
202305C801166506,36,f,082115177242,kawin,KABUPATEN BENGKALIS,RIAU
202205A1902132188,45,m,085211289184,kawin,KOTA TERNATE,MALUKU UTARA
202405F1101100006,41,f,081823996075,cerai hidup,KABUPATEN BANGLI,BALI
202405G1101135940,32,m,081731730030,kawin,KABUPATEN KEPULAUAN SERIBU,DKI JAKARTA
202405D1301942024,25,m,081799533966,belum kawin,KABUPATEN PRINGSEWU,LAMPUNG
202405E601225422,29,f,085633236917,kawin,KOTA JAKARTA PUSAT,DKI JAKARTA
202205B101264950,28,m,082133168304,kawin,KOTA B A T A M,KEPULAUAN RIAU
202305E1901143096,29,m,081222011709,kawin,KABUPATEN BOGOR,JAWA BARAT
202405E1801312459,38,f,081391723642,cerai hidup,KABUPATEN LANGKAT,SUMATERA UTARA
202405E2101107242,43,f,081726251869,kawin,KABUPATEN SINTANG,KALIMANTAN BARAT
202405E101509831,44,m,085211997927,cerai hidup,KABUPATEN BOJONEGORO,JAWA TIMUR
202205E1402246535,42,f,081247511102,cerai mati,KABUPATEN BOVEN DIGOEL,PAPUA
202305B1301190727,33,m,081731460955,kawin,KABUPATEN KAMPAR,RIAU
202305A1802852992,40,f,081224450143,cerai mati,KOTA CIREBON,JAWA BARAT
202205G1202279697,35,f,085627365290,kawin,KOTA PAREPARE,SULAWESI SELATAN
202405A1101349923,32,f,085217909087,kawin,KABUPATEN PANDEGLANG,BANTEN
202205E801236358,38,m,081230599601,kawin,KABUPATEN MERAUKE,PAPUA
202405D2901241198,30,f,082126913963,kawin,KABUPATEN BOLAANG MONGONDOW TIMUR,SULAWESI UTARA
202205D2501144382,32,f,081775126047,kawin,KOTA MAGELANG,JAWA TENGAH
202205D2701175617,30,m,085618814633,kawin,KABUPATEN SORONG,PAPUA BARAT
202405G1401159917,37,f,081715161514,kawin,KABUPATEN SUKOHARJO,JAWA TENGAH
202405D1402221098,43,m,081730170859,cerai hidup,KABUPATEN BENGKULU UTARA,BENGKULU
202205B701776582,45,m,085228073472,kawin,KABUPATEN LUWU TIMUR,SULAWESI SELATAN
202205A1601283628,41,m,081817822652,cerai mati,KABUPATEN TANAH BUMBU,KALIMANTAN SELATAN
202405C201742307,28,f,081313817698,kawin,KABUPATEN LABUHAN BATU UTARA,SUMATERA UTARA
202205F1601256348,28,m,085620938889,kawin,KABUPATEN SITUBONDO,JAWA TIMUR
202205F1402314072,38,m,085621169884,cerai hidup,KABUPATEN KEEROM,PAPUA
202405F101738229,28,m,085686920343,kawin,KABUPATEN KAIMANA,PAPUA BARAT
202305D1502256196,27,f,081225313135,kawin,KABUPATEN BANYUMAS,JAWA TENGAH
202205F1501284189,25,m,082147970713,belum kawin,KABUPATEN LOMBOK UTARA,NUSA TENGGARA BARAT
202205G801109789,42,f,085627169730,kawin,KABUPATEN PUNCAK JAYA,PAPUA
202405G101900114,27,m,085620746804,kawin,KOTA MATARAM,NUSA TENGGARA BARAT
202405E1501336632,30,m,081770118522,kawin,KABUPATEN TANGGAMUS,LAMPUNG
202305F401134483,34,f,081716633462,kawin,KOTA PAYAKUMBUH,SUMATERA BARAT
202205D2801832921,29,m,085627304087,kawin,KABUPATEN LABUHAN BATU,SUMATERA UTARA
202205C501321139,25,m,081324644783,kawin,KABUPATEN PASAMAN,SUMATERA BARAT
202405G301318301,25,m,081799866839,belum kawin,KABUPATEN TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
202205E1001361193,32,m,081217601563,kawin,KOTA SUKABUMI,JAWA BARAT
202205A1502216446,44,m,081242495054,cerai hidup,KABUPATEN HALMAHERA BARAT,MALUKU UTARA
202205G602366386,29,m,082133038474,kawin,KABUPATEN KEPULAUAN SANGIHE,SULAWESI UTARA
202205G201787901,34,m,081213254663,kawin,KABUPATEN BARITO TIMUR,KALIMANTAN TENGAH
202205G1601222543,39,f,082179249775,cerai hidup,KABUPATEN TABALONG,KALIMANTAN SELATAN
202205A1201200089,31,f,082123680305,kawin,KOTA CIREBON,JAWA BARAT
202205E1101186690,45,m,081717433073,cerai mati,KABUPATEN NIAS SELATAN,SUMATERA UTARA
202405B301740155,35,f,085218158013,kawin,KABUPATEN PROBOLINGGO,JAWA TIMUR
202405B501315121,45,m,081827902204,cerai mati,KABUPATEN KEPULAUAN MENTAWAI,SUMATERA BARAT
202405G1501196476,32,m,081714372410,kawin,KOTA KUPANG,NUSA TENGGARA TIMUR
202205B1001253528,41,m,085222274026,cerai hidup,KABUPATEN BENGKALIS,RIAU
202205G1002295821,31,f,081828686467,kawin,KABUPATEN NGADA,NUSA TENGGARA TIMUR
202205G402280480,41,m,082182486896,kawin,KABUPATEN BULELENG,BALI
202205D601850713,35,f,082114612219,kawin,KABUPATEN KOLAKA TIMUR,SULAWESI TENGGARA
202305D1701234031,26,m,081333342470,kawin,KOTA TANJUNG PINANG,KEPULAUAN RIAU
